name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
cvra11,3,0.0,en,it ´ be good low cost actually also could not ´t book page edestino short distance affordable tripadvisory landing place register little airport call el palomar nearer town ezeiza Buenos Aires  nosotros tampoco pudimos comprar desde su pagina oficial lo hicimos desde la pagina edestinos para distancia corta es recomendable ese vuelo tripadvisory tiene registrado su aeropuerto pero es uno pequeño llamado el palomar más cercano que ezeiza Buenos Aires ,0.2023,Positive,0.0,Neutral
cyn_lio,4,0.0,es,second experience rather economic make journey ae late little 45 minute still price ridiculous 680 peso round trip bahía blanca el palomar bring route unfortunately airline use anymore regret lot,-0.7717,Negative,-0.5,Negative
cynthia m,5,0.0,es,excellent journey bs puerto iguazú everything perfect flight schedule inconvenience attention excellent staff friendly attentive,0.9153,Positive,1.0,Positive
daiana moyano,2,0.0017452345401306,es,airline reprogramm drama 3 time flight less 24 hour change destination airport without ensure mobility passenger tremendous infrastructure provide good service good express opinion,0.5597,Positive,0.5,Positive
dale r,5,0.0,es,excellent first experience airline first flight give score 10 schedule respect first leg return excellent crew clean aircraft food service approach although basic 3 hour trip good price reasonable,0.9442,Positive,0.5,Positive
dalia escobar,3,0.0087261727006534,es,last trip tell time change flight schedule airport bariloche nobody appear 2 hour suppose flight without warning flight initially 10 p.m. end 3 a.m. much wear tired cabin employee,-0.2177,Negative,-1.0,Negative
damian enrique bracamonte,5,3.878298978068219e-05,es,happy travel flybondi anniversary year first experience fly excellent attention time grateful 🥳,0.886,Positive,1.0,Positive
damian sisaro,2,0.0112664585312881,es,trip 5 a.m. tell cancel 10 p.m. one hour time stop 23hr able reprogram call 7 could communicate 9 offer another trip four day late trip 6 day eye introduce 5 wait see room next flight day,-0.4939,Negative,-1.0,Negative
dan f,1,0.0,en,awful experience absolutely terrible delay flight airport change make we check use company unless love mess,-0.7408,Negative,-1.0,Negative
daniel a,2,0.0,es,5 hour delay flight bs mendoza think person choose airline cheap happen often delay 5 hour make lose day ofholiday end end get expensive airline charge delay give water flight good save case,-0.3612,Negative,-1.0,Negative
daniel anibal curva,4,0.1091353332428396,es,good service new airplane excellent attention unbeatable price even reserve advance,0.765,Positive,1.0,Positive
daniel escada,5,0.0029281157284415,es,excellent flight schedule public attention cabin personal staff brilliant,0.8176,Positive,1.0,Positive
daniel feredjian,1,0.1173379355814539,es,little serious company pass cancel flight buy passage 5 month cancel flight return money 5 month late nice business argentina debut farewell get another passage airline life customer accept manager,0.3384,Positive,-1.0,Negative
daniel i,4,0.0,es,give guideline boy serve public flight accord expect well attention counter counter el Palomar airport unpleasant passenger attend talk co worker client exist receive good day think good trip almost situation miss blonde attend we disaster contrary girl san carlos de bariloche attentive,-0.1585,Negative,-1.0,Negative
daniel lovera,5,0.0048672652174756,es,good attention punctuality exit several flight repeat,0.4404,Positive,0.5,Positive
daniel m,5,0.0,es,good option trip neuquén fly bondi pay half airline flight excellent good thing company unionize therefore low price example follow continue travel let fly country,0.7906,Positive,0.5,Positive
daniel mac,1,0.000969574744517,es,bad airline use hdp reserve may July 18 bariloche 48 hour cancel flight 3 day late return talk winter holiday thanks hotel auto excursion etc.,0.0258,Neutral,-1.0,Negative
daniel milone,1,0.0,es,cancel 12h flight game leave phone reprogram insist 50 time never answer need come back vacation pay new passage flybondi cost triple cancel seem totally unpunished proceed way give answer never flybondi recommend passenger pay one coin travel reliable airline,-0.7278,Negative,-1.0,Negative
daniel molina,1,0.0084449960247435,es,recommend give stllon put zero delay first leg one day advanced flight back one day lose excursion night hotel flame line busy total chaos,-0.6369,Negative,-1.0,Negative
daniel s,1,0.0,es,horrible experience cancellation flight many opportunity mza bs trip two opponent journey bs marse 10 time initial vuelta Friday 05 27 22 night spend Saturday morning afternoon night Sunday two morning afternoon Sunday travel aeroparque ezeiza etc. etc. etc. etc. Monday night Sunday throughout day could chek 030 Monday twenty minute get another cancellation new programming Tuesday three day lodging meal always restaurant tender pedre take passage along another airline worth know undermine patience disorder family planning liquefy change reach work everything describe support documentation Monday 30 05 morning appear office expedition luggage passage company aeroparque since phone attend employee could solve anything feel alone passenger Jujuy misione bariloche go experience understand passenger turn pleasure trip horrible terrible experience worry stress past nerve also flight cheap hotel day meal go back day another company totally expensive cheap expensive fly bondy would new slogan posdata please take write value mission vision official page company disrespect,-0.7783,Negative,-1.0,Negative
daniel vieyra,4,0.0917799453159844,es,service attention receive flight every time excellent hand believe company reveal issue reprogramming cancellation flight increasingly frequent make lose connection flight,0.6369,Positive,-1.0,Negative
daniela bonomo,4,0.0398398262522057,es,truth highlight excellent attention staff aeroparque counter personnel flight salta airport flight good return flight reprogramm advance schedule suit we less come hour behind give 5 star truth travel impeccable say attention staff wasremarkable,0.9118,Positive,0.5,Positive
daniela daleo,3,0.0,es,low cost low service staff friendly helpful schedule fulfil buffet board poor recommend carry snack deplorable seat even narrow person without overweight can not recline,0.5122,Positive,-0.5,Negative
daniela godoy,5,0.0087455641955438,es,excellent zero problem earn 2 passage anniversary thought buy go attention contrary reprogramm flight call solve everything always try find solution also attention flight 10 point thank,0.765,Positive,1.0,Positive
daniela muñoz,4,0.0087843471853245,es,first journey avion truth happy treatment check arrival excellent airport food board accessible good price buy kiosk would travel company,0.9118,Positive,1.0,Positive
daniela o,1,0.0,es,could fly send check aeroparque employee suitable help horrible service ruin trip return money never attend phone one talk physically,-0.6808,Negative,-1.0,Negative
daniela r,1,0.0,es,think travel airline history reschedule trip bariloche awake airport leave 12 hour wait plane upon arrival,-0.0516,Negative,-1.0,Negative
daniela s,4,0.0,pt,problem despite apprehensive read many negative comment flybondi decide fly great price difference compare aerolinenea argentinas gol etc. regret round trip super quiet uncomfortable aircraft even easyjet level ryanair Europe exchange flight schedule time well flight day affect ok check size backpack weight max 10 kg Brazil know lucky problem base experience would buy,0.1531,Positive,-1.0,Negative
